Time (s),Cars,Trucks,Buses,Total Vehicles,Green Light (s),Red Light (s),Current Phase,Emergency Detected,timestamp,vehicle,count,emergency
,,,,,,,,,2025-07-25 09:44:59,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:59,car,19.0,False
,,,,,,,,,2025-07-25 09:44:59,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:59,car,17.0,False
,,,,,,,,,2025-07-25 09:45:00,car,17.0,False
,,,,,,,,,2025-07-25 09:45:00,car,15.0,False
,,,,,,,,,2025-07-25 09:45:00,car,17.0,False
,,,,,,,,,2025-07-25 09:45:00,car,18.0,False
,,,,,,,,,2025-07-25 09:45:00,car,17.0,False
,,,,,,,,,2025-07-25 09:45:00,car,18.0,False
,,,,,,,,,2025-07-25 09:45:00,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:00,car,18.0,False
,,,,,,,,,2025-07-25 09:45:00,car,18.0,False
,,,,,,,,,2025-07-25 09:45:00,car,18.0,False
,,,,,,,,,2025-07-25 09:45:00,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:00,car,18.0,False
,,,,,,,,,2025-07-25 09:45:00,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:01,car,17.0,False
,,,,,,,,,2025-07-25 09:45:01,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:01,car,19.0,False
,,,,,,,,,2025-07-25 09:45:01,car,17.0,False
,,,,,,,,,2025-07-25 09:45:01,car,15.0,False
,,,,,,,,,2025-07-25 09:45:01,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:01,car,17.0,False
,,,,,,,,,2025-07-25 09:45:01,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:01,car,18.0,False
,,,,,,,,,2025-07-25 09:45:01,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:01,car,18.0,False
,,,,,,,,,2025-07-25 09:45:01,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:01,car,16.0,False
,,,,,,,,,2025-07-25 09:45:01,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:01,car,16.0,False
,,,,,,,,,2025-07-25 09:45:01,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:01,car,14.0,False
,,,,,,,,,2025-07-25 09:45:02,car,17.0,False
,,,,,,,,,2025-07-25 09:45:02,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:02,car,16.0,False
,,,,,,,,,2025-07-25 09:45:02,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:02,car,17.0,False
,,,,,,,,,2025-07-25 09:45:02,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:02,car,18.0,False
,,,,,,,,,2025-07-25 09:45:02,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:02,car,17.0,False
,,,,,,,,,2025-07-25 09:45:02,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:02,car,21.0,False
,,,,,,,,,2025-07-25 09:45:02,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:02,car,19.0,False
,,,,,,,,,2025-07-25 09:45:02,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:02,car,21.0,False
,,,,,,,,,2025-07-25 09:45:02,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:02,car,18.0,False
,,,,,,,,,2025-07-25 09:45:02,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:03,car,18.0,False
,,,,,,,,,2025-07-25 09:45:03,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:03,car,20.0,False
,,,,,,,,,2025-07-25 09:45:03,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:03,car,21.0,False
,,,,,,,,,2025-07-25 09:45:03,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:03,car,17.0,False
,,,,,,,,,2025-07-25 09:45:03,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:03,car,17.0,False
,,,,,,,,,2025-07-25 09:45:03,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:03,car,17.0,False
,,,,,,,,,2025-07-25 09:45:03,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:03,car,18.0,False
,,,,,,,,,2025-07-25 09:45:03,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:03,car,17.0,False
,,,,,,,,,2025-07-25 09:45:03,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:03,car,18.0,False
,,,,,,,,,2025-07-25 09:45:03,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:03,car,20.0,False
,,,,,,,,,2025-07-25 09:45:03,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:04,car,17.0,False
,,,,,,,,,2025-07-25 09:45:04,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:04,car,18.0,False
,,,,,,,,,2025-07-25 09:45:04,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:04,car,19.0,False
,,,,,,,,,2025-07-25 09:45:04,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:04,car,18.0,False
,,,,,,,,,2025-07-25 09:45:04,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:04,car,18.0,False
,,,,,,,,,2025-07-25 09:45:04,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:04,car,22.0,False
,,,,,,,,,2025-07-25 09:45:04,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:04,car,19.0,False
,,,,,,,,,2025-07-25 09:45:04,car,20.0,False
,,,,,,,,,2025-07-25 09:45:04,car,18.0,False
,,,,,,,,,2025-07-25 09:45:05,car,18.0,False
,,,,,,,,,2025-07-25 09:45:05,car,17.0,False
,,,,,,,,,2025-07-25 09:45:05,car,17.0,False
,,,,,,,,,2025-07-25 09:45:05,car,17.0,False
,,,,,,,,,2025-07-25 09:45:05,car,17.0,False
,,,,,,,,,2025-07-25 09:45:05,bus,1.0,False
,,,,,,,,,2025-07-25 09:45:05,car,18.0,False
,,,,,,,,,2025-07-25 09:45:05,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:05,car,18.0,False
,,,,,,,,,2025-07-25 09:45:05,bus,1.0,False
,,,,,,,,,2025-07-25 09:45:05,car,19.0,False
,,,,,,,,,2025-07-25 09:45:05,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:05,car,21.0,False
,,,,,,,,,2025-07-25 09:45:05,car,18.0,False
,,,,,,,,,2025-07-25 09:45:06,car,17.0,False
,,,,,,,,,2025-07-25 09:45:06,car,17.0,False
,,,,,,,,,2025-07-25 09:45:06,car,17.0,False
,,,,,,,,,2025-07-25 09:45:06,car,17.0,False
,,,,,,,,,2025-07-25 09:45:06,car,17.0,False
,,,,,,,,,2025-07-25 09:45:06,car,17.0,False
,,,,,,,,,2025-07-25 09:45:06,car,19.0,False
,,,,,,,,,2025-07-25 09:45:06,car,17.0,False
,,,,,,,,,2025-07-25 09:45:06,car,16.0,False
,,,,,,,,,2025-07-25 09:45:06,car,15.0,False
,,,,,,,,,2025-07-25 09:45:07,car,17.0,False
,,,,,,,,,2025-07-25 09:45:07,car,16.0,False
,,,,,,,,,2025-07-25 09:45:07,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:07,car,16.0,False
,,,,,,,,,2025-07-25 09:45:07,car,16.0,False
,,,,,,,,,2025-07-25 09:45:07,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:07,car,16.0,False
,,,,,,,,,2025-07-25 09:45:07,car,16.0,False
,,,,,,,,,2025-07-25 09:45:07,car,19.0,False
,,,,,,,,,2025-07-25 09:45:07,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:07,car,19.0,False
,,,,,,,,,2025-07-25 09:45:07,car,19.0,False
,,,,,,,,,2025-07-25 09:45:07,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:08,car,17.0,False
,,,,,,,,,2025-07-25 09:45:08,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:08,car,18.0,False
,,,,,,,,,2025-07-25 09:45:08,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:08,car,18.0,False
,,,,,,,,,2025-07-25 09:45:08,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:08,car,19.0,False
,,,,,,,,,2025-07-25 09:45:08,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:08,car,18.0,False
,,,,,,,,,2025-07-25 09:45:08,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:08,car,17.0,False
,,,,,,,,,2025-07-25 09:45:08,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:08,car,16.0,False
,,,,,,,,,2025-07-25 09:45:08,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:08,car,17.0,False
,,,,,,,,,2025-07-25 09:45:08,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:08,car,17.0,False
,,,,,,,,,2025-07-25 09:45:08,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:09,car,15.0,False
,,,,,,,,,2025-07-25 09:45:09,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:09,car,16.0,False
,,,,,,,,,2025-07-25 09:45:09,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:09,car,17.0,False
,,,,,,,,,2025-07-25 09:45:09,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:09,car,19.0,False
,,,,,,,,,2025-07-25 09:45:09,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:09,car,19.0,False
,,,,,,,,,2025-07-25 09:45:09,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:09,car,17.0,False
,,,,,,,,,2025-07-25 09:45:09,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:09,car,15.0,False
,,,,,,,,,2025-07-25 09:45:09,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:09,car,15.0,False
,,,,,,,,,2025-07-25 09:45:09,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:10,car,15.0,False
,,,,,,,,,2025-07-25 09:45:10,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:10,car,15.0,False
,,,,,,,,,2025-07-25 09:45:10,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:10,car,14.0,False
,,,,,,,,,2025-07-25 09:45:10,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:10,car,14.0,False
,,,,,,,,,2025-07-25 09:45:10,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:10,car,15.0,False
,,,,,,,,,2025-07-25 09:45:10,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:10,car,15.0,False
,,,,,,,,,2025-07-25 09:45:10,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:10,car,15.0,False
,,,,,,,,,2025-07-25 09:45:10,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:10,car,16.0,False
,,,,,,,,,2025-07-25 09:45:10,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:10,car,16.0,False
,,,,,,,,,2025-07-25 09:45:10,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:11,car,16.0,False
,,,,,,,,,2025-07-25 09:45:11,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:11,car,17.0,False
,,,,,,,,,2025-07-25 09:45:11,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:11,car,18.0,False
,,,,,,,,,2025-07-25 09:45:11,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:11,car,18.0,False
,,,,,,,,,2025-07-25 09:45:11,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:11,car,18.0,False
,,,,,,,,,2025-07-25 09:45:11,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:11,car,16.0,False
,,,,,,,,,2025-07-25 09:45:11,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:11,car,17.0,False
,,,,,,,,,2025-07-25 09:45:11,car,15.0,False
,,,,,,,,,2025-07-25 09:45:11,car,15.0,False
,,,,,,,,,2025-07-25 09:45:12,car,17.0,False
,,,,,,,,,2025-07-25 09:45:12,car,17.0,False
,,,,,,,,,2025-07-25 09:45:12,car,19.0,False
,,,,,,,,,2025-07-25 09:45:12,car,19.0,False
,,,,,,,,,2025-07-25 09:45:12,car,15.0,False
,,,,,,,,,2025-07-25 09:45:12,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:12,car,17.0,False
,,,,,,,,,2025-07-25 09:45:12,car,17.0,False
,,,,,,,,,2025-07-25 09:45:12,car,16.0,False
,,,,,,,,,2025-07-25 09:45:12,car,16.0,False
,,,,,,,,,2025-07-25 09:45:12,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:12,car,16.0,False
,,,,,,,,,2025-07-25 09:45:12,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:13,car,15.0,False
,,,,,,,,,2025-07-25 09:45:13,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:13,car,18.0,False
,,,,,,,,,2025-07-25 09:45:13,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:13,car,17.0,False
,,,,,,,,,2025-07-25 09:45:13,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:13,car,17.0,False
,,,,,,,,,2025-07-25 09:45:13,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:13,car,16.0,False
,,,,,,,,,2025-07-25 09:45:13,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:13,car,20.0,False
,,,,,,,,,2025-07-25 09:45:13,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:13,car,18.0,False
,,,,,,,,,2025-07-25 09:45:13,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:13,car,19.0,False
,,,,,,,,,2025-07-25 09:45:13,car,20.0,False
,,,,,,,,,2025-07-25 09:45:14,car,16.0,False
,,,,,,,,,2025-07-25 09:45:14,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:14,car,16.0,False
,,,,,,,,,2025-07-25 09:45:14,car,15.0,False
,,,,,,,,,2025-07-25 09:45:14,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:14,car,16.0,False
,,,,,,,,,2025-07-25 09:45:14,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:14,car,17.0,False
,,,,,,,,,2025-07-25 09:45:14,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:14,car,19.0,False
,,,,,,,,,2025-07-25 09:45:14,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:14,car,18.0,False
,,,,,,,,,2025-07-25 09:45:14,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:14,car,18.0,False
,,,,,,,,,2025-07-25 09:45:14,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:14,car,17.0,False
,,,,,,,,,2025-07-25 09:45:14,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:15,car,16.0,False
,,,,,,,,,2025-07-25 09:45:15,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:15,car,18.0,False
,,,,,,,,,2025-07-25 09:45:15,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:15,car,16.0,False
,,,,,,,,,2025-07-25 09:45:15,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:15,car,19.0,False
,,,,,,,,,2025-07-25 09:45:15,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:15,car,19.0,False
,,,,,,,,,2025-07-25 09:45:15,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:15,car,17.0,False
,,,,,,,,,2025-07-25 09:45:15,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:15,car,19.0,False
,,,,,,,,,2025-07-25 09:45:15,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:15,car,19.0,False
,,,,,,,,,2025-07-25 09:45:15,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:15,car,17.0,False
,,,,,,,,,2025-07-25 09:45:15,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:16,car,17.0,False
,,,,,,,,,2025-07-25 09:45:16,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:16,car,17.0,False
,,,,,,,,,2025-07-25 09:45:16,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:16,car,19.0,False
,,,,,,,,,2025-07-25 09:45:16,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:16,car,18.0,False
,,,,,,,,,2025-07-25 09:45:16,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:16,car,18.0,False
,,,,,,,,,2025-07-25 09:45:16,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:16,car,17.0,False
,,,,,,,,,2025-07-25 09:45:16,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:16,car,17.0,False
,,,,,,,,,2025-07-25 09:45:16,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:16,car,16.0,False
,,,,,,,,,2025-07-25 09:45:16,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:16,car,15.0,False
,,,,,,,,,2025-07-25 09:45:16,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:17,car,16.0,False
,,,,,,,,,2025-07-25 09:45:17,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:17,car,14.0,False
,,,,,,,,,2025-07-25 09:45:17,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:17,car,17.0,False
,,,,,,,,,2025-07-25 09:45:17,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:17,car,15.0,False
,,,,,,,,,2025-07-25 09:45:17,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:17,car,15.0,False
,,,,,,,,,2025-07-25 09:45:17,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:17,car,15.0,False
,,,,,,,,,2025-07-25 09:45:17,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:17,car,12.0,False
,,,,,,,,,2025-07-25 09:45:17,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:17,car,13.0,False
,,,,,,,,,2025-07-25 09:45:17,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:17,car,14.0,False
,,,,,,,,,2025-07-25 09:45:17,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:18,car,15.0,False
,,,,,,,,,2025-07-25 09:45:18,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:18,car,15.0,False
,,,,,,,,,2025-07-25 09:45:18,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:18,car,14.0,False
,,,,,,,,,2025-07-25 09:45:18,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:18,car,14.0,False
,,,,,,,,,2025-07-25 09:45:18,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:18,car,13.0,False
,,,,,,,,,2025-07-25 09:45:18,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:18,car,12.0,False
,,,,,,,,,2025-07-25 09:45:18,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:18,car,13.0,False
,,,,,,,,,2025-07-25 09:45:18,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:18,car,13.0,False
,,,,,,,,,2025-07-25 09:45:18,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:19,car,13.0,False
,,,,,,,,,2025-07-25 09:45:19,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:19,car,13.0,False
,,,,,,,,,2025-07-25 09:45:19,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:19,car,13.0,False
,,,,,,,,,2025-07-25 09:45:19,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:19,car,15.0,False
,,,,,,,,,2025-07-25 09:45:19,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:19,car,14.0,False
,,,,,,,,,2025-07-25 09:45:19,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:19,car,14.0,False
,,,,,,,,,2025-07-25 09:45:19,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:19,car,16.0,False
,,,,,,,,,2025-07-25 09:45:19,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:19,car,17.0,False
,,,,,,,,,2025-07-25 09:45:19,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:19,car,15.0,False
,,,,,,,,,2025-07-25 09:45:19,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:20,car,14.0,False
,,,,,,,,,2025-07-25 09:45:20,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:20,car,15.0,False
,,,,,,,,,2025-07-25 09:45:20,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:20,car,14.0,False
,,,,,,,,,2025-07-25 09:45:20,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:20,car,14.0,False
,,,,,,,,,2025-07-25 09:45:20,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:20,car,14.0,False
,,,,,,,,,2025-07-25 09:45:20,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:20,car,14.0,False
,,,,,,,,,2025-07-25 09:45:20,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:20,car,14.0,False
,,,,,,,,,2025-07-25 09:45:20,car,16.0,False
,,,,,,,,,2025-07-25 09:45:20,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:20,car,16.0,False
,,,,,,,,,2025-07-25 09:45:20,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:21,car,14.0,False
,,,,,,,,,2025-07-25 09:45:21,car,14.0,False
,,,,,,,,,2025-07-25 09:45:21,car,15.0,False
,,,,,,,,,2025-07-25 09:45:21,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:21,car,17.0,False
,,,,,,,,,2025-07-25 09:45:21,car,14.0,False
,,,,,,,,,2025-07-25 09:45:21,car,14.0,False
,,,,,,,,,2025-07-25 09:45:21,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:21,car,17.0,False
,,,,,,,,,2025-07-25 09:45:21,car,15.0,False
,,,,,,,,,2025-07-25 09:45:21,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:21,car,15.0,False
,,,,,,,,,2025-07-25 09:45:21,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:22,car,14.0,False
,,,,,,,,,2025-07-25 09:45:22,car,16.0,False
,,,,,,,,,2025-07-25 09:45:22,car,16.0,False
,,,,,,,,,2025-07-25 09:45:22,car,16.0,False
,,,,,,,,,2025-07-25 09:45:22,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:22,car,16.0,False
,,,,,,,,,2025-07-25 09:45:22,truck,2.0,False
,,,,,,,,,2025-07-25 09:45:22,car,15.0,False
,,,,,,,,,2025-07-25 09:45:22,truck,3.0,False
,,,,,,,,,2025-07-25 09:45:22,car,16.0,False
,,,,,,,,,2025-07-25 09:45:22,truck,2.0,False
,,,,,,,,,2025-07-25 09:45:22,car,14.0,False
,,,,,,,,,2025-07-25 09:45:22,truck,2.0,False
,,,,,,,,,2025-07-25 09:45:22,car,14.0,False
,,,,,,,,,2025-07-25 09:45:22,truck,2.0,False
,,,,,,,,,2025-07-25 09:45:23,car,16.0,False
,,,,,,,,,2025-07-25 09:45:23,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:23,car,14.0,False
,,,,,,,,,2025-07-25 09:45:23,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:23,car,15.0,False
,,,,,,,,,2025-07-25 09:45:23,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:23,car,16.0,False
,,,,,,,,,2025-07-25 09:45:23,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:23,car,15.0,False
,,,,,,,,,2025-07-25 09:45:23,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:23,car,15.0,False
,,,,,,,,,2025-07-25 09:45:23,car,15.0,False
,,,,,,,,,2025-07-25 09:45:23,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:23,car,17.0,False
,,,,,,,,,2025-07-25 09:45:23,car,15.0,False
,,,,,,,,,2025-07-25 09:45:24,car,16.0,False
,,,,,,,,,2025-07-25 09:45:24,car,14.0,False
,,,,,,,,,2025-07-25 09:45:24,car,14.0,False
,,,,,,,,,2025-07-25 09:45:24,car,15.0,False
,,,,,,,,,2025-07-25 09:45:24,car,16.0,False
,,,,,,,,,2025-07-25 09:45:24,car,15.0,False
,,,,,,,,,2025-07-25 09:45:24,car,14.0,False
,,,,,,,,,2025-07-25 09:45:24,car,15.0,False
,,,,,,,,,2025-07-25 09:45:24,car,14.0,False
,,,,,,,,,2025-07-25 09:45:25,car,15.0,False
,,,,,,,,,2025-07-25 09:45:25,car,15.0,False
,,,,,,,,,2025-07-25 09:45:25,car,16.0,False
,,,,,,,,,2025-07-25 09:45:25,car,15.0,False
,,,,,,,,,2025-07-25 09:45:25,car,15.0,False
,,,,,,,,,2025-07-25 09:45:25,car,17.0,False
,,,,,,,,,2025-07-25 09:45:25,car,15.0,False
,,,,,,,,,2025-07-25 09:45:25,car,16.0,False
,,,,,,,,,2025-07-25 09:45:26,car,15.0,False
,,,,,,,,,2025-07-25 09:45:26,car,17.0,False
,,,,,,,,,2025-07-25 09:45:26,car,16.0,False
,,,,,,,,,2025-07-25 09:45:26,car,17.0,False
,,,,,,,,,2025-07-25 09:45:26,car,16.0,False
,,,,,,,,,2025-07-25 09:45:26,car,15.0,False
,,,,,,,,,2025-07-25 09:45:26,car,17.0,False
,,,,,,,,,2025-07-25 09:45:26,car,16.0,False
,,,,,,,,,2025-07-25 09:45:26,car,19.0,False
,,,,,,,,,2025-07-25 09:45:26,car,19.0,False
,,,,,,,,,2025-07-25 09:45:27,car,17.0,False
,,,,,,,,,2025-07-25 09:45:27,car,17.0,False
,,,,,,,,,2025-07-25 09:45:27,car,17.0,False
,,,,,,,,,2025-07-25 09:45:27,car,16.0,False
,,,,,,,,,2025-07-25 09:45:27,car,16.0,False
,,,,,,,,,2025-07-25 09:45:27,car,15.0,False
,,,,,,,,,2025-07-25 09:45:27,car,16.0,False
,,,,,,,,,2025-07-25 09:45:27,car,17.0,False
,,,,,,,,,2025-07-25 09:45:27,car,17.0,False
,,,,,,,,,2025-07-25 09:45:27,car,15.0,False
,,,,,,,,,2025-07-25 09:45:28,car,15.0,False
,,,,,,,,,2025-07-25 09:45:28,car,15.0,False
,,,,,,,,,2025-07-25 09:45:28,car,17.0,False
,,,,,,,,,2025-07-25 09:45:28,car,17.0,False
,,,,,,,,,2025-07-25 09:45:28,car,16.0,False
,,,,,,,,,2025-07-25 09:45:28,car,16.0,False
,,,,,,,,,2025-07-25 09:45:28,car,14.0,False
,,,,,,,,,2025-07-25 09:45:28,car,15.0,False
,,,,,,,,,2025-07-25 09:45:28,car,15.0,False
,,,,,,,,,2025-07-25 09:45:28,car,18.0,False
,,,,,,,,,2025-07-25 09:45:28,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:29,car,16.0,False
,,,,,,,,,2025-07-25 09:45:29,car,18.0,False
,,,,,,,,,2025-07-25 09:45:29,car,15.0,False
,,,,,,,,,2025-07-25 09:45:29,car,15.0,False
,,,,,,,,,2025-07-25 09:45:29,car,15.0,False
,,,,,,,,,2025-07-25 09:45:29,car,14.0,False
,,,,,,,,,2025-07-25 09:45:29,car,14.0,False
,,,,,,,,,2025-07-25 09:45:29,car,13.0,False
,,,,,,,,,2025-07-25 09:45:29,car,15.0,False
,,,,,,,,,2025-07-25 09:45:29,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:30,car,13.0,False
,,,,,,,,,2025-07-25 09:45:30,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:30,car,14.0,False
,,,,,,,,,2025-07-25 09:45:30,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:30,car,14.0,False
,,,,,,,,,2025-07-25 09:45:30,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:30,car,15.0,False
,,,,,,,,,2025-07-25 09:45:30,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:30,car,14.0,False
,,,,,,,,,2025-07-25 09:45:30,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:30,car,14.0,False
,,,,,,,,,2025-07-25 09:45:30,car,13.0,False
,,,,,,,,,2025-07-25 09:45:30,car,11.0,False
,,,,,,,,,2025-07-25 09:45:30,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:30,car,16.0,False
